chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,UniqueId,teams.code,teams.draw,teams.form,teams.id,teams.loss,teams.name,teams.played,teams.points,teams.position,teams.short_name,teams.strength,teams.team_division,teams.unavailable,teams.win,teams.strength_overall_home,teams.strength_overall_away,teams.strength_attack_home,teams.strength_attack_away,teams.strength_defence_home,teams.strength_defence_away,positions.id,positions.plural_name,positions.plural_name_short,positions.singular_name,positions.singular_name_short,positions.squad_select,positions.squad_min_play,positions.squad_max_play,positions.ui_shirt_specific,positions.sub_positions_locked
,,40386,0,0,0,0,0,2,3,4,6,Chris,4,423,FALSE,,,45,40386.jpg,3.2,Basham,0.2,FALSE,,a,15,49,26,6540,454,5751,222,0.9,5.8,Basham,684,0,0,3,7,0,0,0,0,0,0,0,114,126.6,31.8,33,19.2,Basham(40386),49,0,,15,0,Sheffield Utd,0,0,0,SHU,2,,FALSE,0,990,1060,1040,1070,1020,1040,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,49083,0,0,-2,2,0,3,-1,0,0,Luke,0,441,FALSE,,,53,49083.jpg,1.8,Freeman,0.1,FALSE,,a,15,49,7,1838,30,6522,161,0,1.3,Freeman,241,0,0,1,4,0,0,0,1,0,0,0,20,32.6,53.6,17,10.3,Freeman(49083),49,0,,15,0,Sheffield Utd,0,0,0,SHU,2,,FALSE,0,990,1060,1040,1070,1020,1040,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,7645,0,0,-2,2,0,2,-0.8,0.2,0,Phil,0.2,444,FALSE,,,43,7645.jpg,1,Jagielka,0.4,FALSE,,a,15,49,2,5540,180,29016,714,0,0.5,Jagielka,27,0,0,0,0,0,0,0,0,0,0,0,10,18.4,0,0,1.8,Jagielka(7645),49,0,,15,0,Sheffield Utd,0,0,0,SHU,2,,FALSE,0,990,1060,1040,1070,1020,1040,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,90518,-1,1,-3,3,0,3,-1,0,0,Ravel,0,456,FALSE,,,47,90518.jpg,1,Morrison,0.1,FALSE,,a,15,49,1,1489,54,8886,193,0,0.2,Morrison,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,4,0.2,Morrison(90518),49,0,,15,0,Sheffield Utd,0,0,0,SHU,2,,FALSE,0,990,1060,1040,1070,1020,1040,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,167878,0,0,-2,2,0,3,-0.8,0.2,0,Ben,0.2,472,FALSE,,,48,167878.jpg,1,Osborn,0,FALSE,,a,15,49,2,296,13,1787,56,0,0.4,Osborn,13,0,0,0,0,0,0,0,0,0,0,0,7,6.2,10.3,2,1.9,Osborn(167878),49,0,,15,0,Sheffield Utd,0,0,0,SHU,2,,FALSE,0,990,1060,1040,1070,1020,1040,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
100,100,87447,0,0,0,0,0,3,-1,0,0,Muhamed,0,522,FALSE,,2019-09-19T11:30:17.999997Z,45,87447.jpg,0,Bešić,0.2,FALSE,,a,15,49,0,5327,112,10785,282,0,0,Bešić,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bešić(87447),49,0,,15,0,Sheffield Utd,0,0,0,SHU,2,,FALSE,0,990,1060,1040,1070,1020,1040,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
100,100,40146,0,0,-1,1,0,2,0.5,0,0,Ryan,0.5,305,FALSE,,2019-08-24T16:30:09.551450Z,49,40146.jpg,0.8,Bertrand,0.6,FALSE,,a,16,20,4,7419,329,41439,741,0.1,0.8,Bertrand,391,0,0,0,12,0,0,0,0,0,0,0,41,46.8,98.2,15,16.1,Bertrand(40146),20,0,,16,0,Southampton,0,0,0,SOU,3,,FALSE,0,1070,1080,1040,1070,1070,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,213482,0,0,-2,2,0,2,0.8,0.3,3,Yan,0.8,306,FALSE,,,48,213482.jpg,1.5,Valery,0.2,FALSE,,a,16,20,6,4861,435,17493,327,0.2,1.2,Valery,322,0,1,0,9,0,0,0,0,0,0,0,42,55.2,33.4,30,11.8,Valery(213482),20,0,,16,0,Southampton,0,0,0,SOU,3,,FALSE,0,1070,1080,1040,1070,1070,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,88900,0,0,-1,1,0,2,0,-0.5,0,Jack,0,308,FALSE,,,44,88900.jpg,1,Stephens,0.1,FALSE,,a,16,20,1,1073,29,4463,119,0,0.2,Stephens,72,0,0,0,2,0,0,0,0,0,0,0,10,10.6,0.1,2,1.3,Stephens(88900),20,0,,16,0,Southampton,0,0,0,SOU,3,,FALSE,0,1070,1080,1040,1070,1070,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,232797,0,0,0,0,0,2,0,-0.5,0,Kayne,0,311,FALSE,,,40,232797.jpg,0,Ramsay,1.3,FALSE,,a,16,20,0,25555,832,35157,1557,0,0,Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ramsay(232797),20,0,,16,0,Southampton,0,0,0,SOU,3,,FALSE,0,1070,1080,1040,1070,1070,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,91047,0,0,-2,2,0,3,0.8,0.3,0,Stuart,0.8,323,FALSE,,,53,91047.jpg,0.8,Armstrong,0.1,FALSE,,a,16,20,5,1179,27,6434,160,0.2,0.9,Armstrong,65,0,0,0,2,0,0,0,1,0,0,0,8,7,2.3,26,3.6,Armstrong(91047),20,0,,16,0,Southampton,0,0,0,SOU,3,,FALSE,0,1070,1080,1040,1070,1070,1080,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,132015,0,0,-2,2,0,3,2.2,1.7,2,Pierre-Emile,2.2,325,FALSE,,,48,132015.jpg,2,Højbjerg,0.4,FALSE,,a,16,20,16,10225,515,34728,893,0.5,3.3,Højbjerg,647,0,0,2,13,0,0,0,1,0,0,0,73,104.2,107.9,110,32.1,Højbjerg(132015),20,0,,16,0,Southampton,0,0,0,SOU,3,,FALSE,0,1070,1080,1040,1070,1070,1080,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,193109,0,0,-1,1,0,3,0,-0.5,0,Callum,0,327,FALSE,,,44,193109.jpg,0,Slattery,0.4,FALSE,,a,16,20,0,21829,1344,13205,1246,0,0,Slattery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slattery(193109),20,0,,16,0,Southampton,0,0,0,SOU,3,,FALSE,0,1070,1080,1040,1070,1070,1080,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,78056,0,0,0,0,0,3,2,1.5,2,Oriol,2,328,FALSE,,,45,78056.jpg,2,Romeu Vidal,1.2,FALSE,,a,16,20,16,43960,1065,50865,2153,0.4,3.6,Oriol Romeu,693,0,0,2,14,0,0,0,2,0,0,0,114,123,90.3,37,25,Oriol Romeu(78056),20,0,,16,0,Southampton,0,0,0,SOU,3,,FALSE,0,1070,1080,1040,1070,1070,1080,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,128198,0,0,0,0,0,3,2.8,2.3,1,Sofiane,2.8,508,FALSE,,,55,128198.jpg,2.6,Boufal,0.2,FALSE,,a,16,20,18,12139,268,8755,658,0.5,3.3,Boufal,367,0,2,1,8,0,0,0,0,0,0,0,54,87.4,103.3,147,33.7,Boufal(128198),20,0,,16,0,Southampton,0,0,0,SOU,3,,FALSE,0,1070,1080,1040,1070,1070,1080,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
100,100,135720,-1,1,-1,1,0,2,0,-0.5,0,Kevin,0,532,FALSE,,2019-08-31T13:30:13.818149Z,44,135720.jpg,2.7,Danso,0,FALSE,,a,16,20,8,2360,45,1890,84,0,1.8,Danso,207,0,1,1,3,0,0,0,0,1,0,0,33,34.8,14.4,0,5,Danso(135720),20,0,,16,0,Southampton,0,0,0,SOU,3,,FALSE,0,1070,1080,1040,1070,1070,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
100,100,115556,0,0,-1,1,0,2,1.5,1.5,1,Ben,0.5,329,FALSE,,2019-07-31T00:00:11.457160Z,54,115556.jpg,1,Davies,0.2,FALSE,,a,17,6,3,4688,160,9036,339,0.1,0.6,Davies,106,0,0,0,3,0,0,0,0,0,0,0,19,17.6,5.3,8,2.9,Davies(115556),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,39194,0,0,-2,2,0,2,3.2,3.2,1,Jan,2.2,330,FALSE,,,53,39194.jpg,2,Vertonghen,2,FALSE,,a,17,6,10,47018,1409,145886,5236,0.4,1.9,Vertonghen,450,0,0,1,8,0,0,0,1,0,0,0,81,98.8,2.9,2,10.5,Vertonghen(39194),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,38290,0,0,0,0,0,2,3,3,0,Danny,2,332,FALSE,,,55,38290.jpg,1.7,Rose,2.3,FALSE,,a,17,6,12,85093,1503,117150,8575,0.4,2.2,Rose,612,0,0,1,9,0,0,0,3,0,0,0,100,127,133.7,26,28.7,Rose(38290),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
100,100,173904,0,0,-1,1,0,2,1,1,0,Davinson,0,333,FALSE,,2019-09-12T12:30:16.170028Z,54,173904.jpg,1.2,Sánchez,0.9,FALSE,,a,17,6,5,16860,307,48268,1814,0,0.9,Sánchez,360,0,0,0,6,0,0,0,1,0,0,0,55,67,14.5,23,10.4,Sánchez(173904),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
100,100,234908,0,0,-1,1,0,2,1,1,0,Juan,0,335,FALSE,,2019-06-25T11:30:07.259817Z,49,234908.jpg,0,Foyth,0,FALSE,,a,17,6,0,637,70,1233,67,0,0,Foyth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Foyth(234908),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
100,100,158534,-1,1,-3,3,0,2,1,1,0,Kyle,0,337,FALSE,,2019-08-25T18:00:16.782378Z,47,158534.jpg,1.7,Walker-Peters,1,FALSE,,a,17,6,5,92218,190,262334,4591,0,1,Walker-Peters,241,0,0,0,4,0,0,0,0,0,0,0,44,54.4,42.5,18,11.6,Walker-Peters(158534),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
100,100,108823,0,0,-1,1,0,3,1,1,0,Bamidele,0,344,FALSE,,2019-08-04T16:30:15.610370Z,84,108823.jpg,1,Alli,0.4,FALSE,,a,17,6,1,12205,615,32833,1388,0,0.1,Alli,30,0,0,0,1,0,0,0,0,0,0,0,3,2.2,0.9,0,0.3,Alli(108823),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,95715,-1,1,-4,4,0,3,1.8,1.8,1,Lucas,0.8,345,FALSE,,,71,95715.jpg,2.7,Rodrigues Moura da Silva,4.1,FALSE,,a,17,6,16,247750,1523,699406,13738,0.1,2.3,Lucas Moura,240,1,1,0,2,0,0,0,0,0,0,0,54,72.2,58.5,151,27.8,Lucas Moura(95715),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,157668,0,0,-1,1,0,3,2.8,2.8,1,Harry,1.8,347,FALSE,,,54,157668.jpg,1.5,Winks,0.3,FALSE,,a,17,6,12,9488,180,17125,952,0.3,2.2,Winks,589,0,0,1,10,0,0,0,3,0,0,0,96,118.2,104.1,27,24.8,Winks(157668),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
100,100,54756,0,0,-1,1,0,3,1.2,1.2,0,Victor,0.2,348,FALSE,,2019-07-31T00:00:11.516279Z,49,54756.jpg,0.5,Wanyama,0.1,FALSE,,a,17,6,1,2994,82,4906,242,0,0.2,Wanyama,24,0,0,0,2,0,0,0,1,0,0,0,5,1.2,0.9,0,0.2,Wanyama(54756),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,45268,0,0,0,0,0,3,3.2,3.2,2,Moussa,2.2,349,FALSE,,,50,45268.jpg,2.5,Sissoko,2,FALSE,,a,17,6,20,134313,832,144816,6377,0.4,4,Sissoko,696,0,1,2,10,0,0,0,1,0,0,0,98,78.4,91,71,24,Sissoko(45268),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
100,100,93264,0,0,-1,1,0,3,1.5,1.5,1,Eric,0.5,350,FALSE,,2019-08-30T12:30:13.952408Z,49,93264.jpg,1,Dier,0.2,FALSE,,a,17,6,2,5139,157,10623,310,0.1,0.4,Dier,102,0,0,0,3,0,0,0,1,0,0,0,7,19,11.2,17,4.7,Dier(93264),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,209042,0,0,-1,1,0,3,1,1,0,Oliver,0,352,FALSE,,,44,209042.jpg,1,Skipp,0.5,FALSE,,a,17,6,2,16442,854,22356,1186,0,0.5,Skipp,2,0,0,0,0,0,0,0,0,0,0,0,6,5,0.2,0,0.5,Skipp(209042),6,0,,17,0,Spurs,0,0,0,TOT,4,,FALSE,0,1300,1320,1260,1320,1310,1330,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,40868,0,0,-3,3,0,2,0,1,6,José,1,353,FALSE,,,47,40868.jpg,0.9,Holebas,1.4,FALSE,,a,18,57,6,13281,327,183895,1807,0.2,1.3,Holebas,617,0,0,1,19,0,0,0,4,0,0,0,89,106.8,130.8,29,26.5,Holebas(40868),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,155651,-1,1,-2,2,0,2,-1,0,0,Adam,0,355,FALSE,,,43,155651.jpg,0,Masina,0.1,FALSE,,a,18,57,0,311,19,2589,77,0,0,Masina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Masina(155651),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,20145,0,0,-2,2,0,2,-1.5,-0.5,0,Adrian,-0.5,356,FALSE,,,43,20145.jpg,-2,Mariappa,0.2,FALSE,,a,18,57,-2,1162,39,8539,216,-0.1,-0.5,Mariappa,90,0,0,0,8,0,0,0,0,0,0,0,18,13,0,0,1.3,Mariappa(20145),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,54484,0,0,-2,2,0,2,-1.8,-0.8,0,Francisco,-0.8,357,FALSE,,,43,54484.jpg,0.5,Femenía Far,0.4,FALSE,,a,18,57,3,12523,74,38252,1162,-0.2,0.7,Kiko Femenía,540,0,0,0,18,0,0,0,2,0,0,0,65,79,124,25,22.9,Kiko Femenía(54484),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
100,100,41338,0,0,-1,1,0,2,0.8,1.8,6,Craig,1.8,358,FALSE,,2019-09-13T01:31:32.241719Z,44,41338.jpg,2,Cathcart,1.6,FALSE,,a,18,57,12,10001,257,169207,1638,0.4,2.7,Cathcart,540,0,0,1,10,0,0,0,1,0,0,0,88,100.6,3.7,4,10.9,Cathcart(41338),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
100,100,121599,0,0,-3,3,0,3,1.2,2.2,3,Abdoulaye,2.2,368,FALSE,,2019-08-22T16:30:07.847959Z,57,121599.jpg,1.8,Doucouré,1,FALSE,,a,18,57,14,8287,204,150804,1641,0.4,2.5,Doucouré,700,0,0,1,20,1,0,0,1,0,0,0,83,96.6,139.1,146,38.2,Doucouré(121599),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
100,100,61566,0,0,-3,3,0,3,1.8,2.8,3,Roberto,2.8,369,FALSE,,2019-08-22T16:30:07.861792Z,57,61566.jpg,2.1,Pereyra,1,FALSE,,a,18,57,15,16070,479,204392,2008,0.5,2.6,Pereyra,444,1,0,1,8,0,0,0,1,0,0,0,53,77,119.8,124,32.1,Pereyra(61566),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
100,100,89085,-1,1,-1,1,0,3,-1,0,0,Nathaniel,0,374,FALSE,,2019-08-08T17:00:14.660487Z,44,89085.jpg,1,Chalobah,0.2,FALSE,,a,18,57,1,5257,259,10252,344,0,0.2,Chalobah,19,0,0,0,0,0,0,0,0,0,0,0,2,0,1.4,6,0.7,Chalobah(89085),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
100,100,216058,-1,1,-1,1,0,3,-1,0,0,Domingos,0,375,FALSE,,2019-08-08T17:00:14.671773Z,44,216058.jpg,1,Quina,0.1,FALSE,,a,18,57,1,4079,353,5663,235,0,0.2,Quina,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0.2,0,0,Quina(216058),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,60232,-1,1,-2,2,0,2,-0.8,0.2,1,Craig,0.2,439,FALSE,,,48,60232.jpg,0.8,Dawson,0.2,FALSE,,a,18,57,6,3428,74,11233,376,0,1.2,Dawson,663,0,0,0,20,0,0,0,1,0,0,0,81,136.4,3.5,123,26.3,Dawson(60232),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
100,100,232185,0,0,-2,2,0,3,0.2,1.2,1,Ismaïla,1.2,525,FALSE,,2019-08-15T16:30:13.342246Z,63,232185.jpg,1.2,Sarr,0.1,FALSE,,a,18,57,6,5420,124,23016,378,0.2,1,Sarr,166,0,0,0,4,0,0,0,0,0,0,0,10,4,31.5,38,7.3,Sarr(232185),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,96767,0,0,0,0,0,2,-1.2,-0.2,0,Dimitri,-0.2,542,FALSE,,,40,96767.jpg,-1,Foulquier,0.1,FALSE,,a,18,57,-1,7236,662,2446,503,0,-0.2,Foulquier,32,0,0,0,5,0,0,0,0,0,0,0,5,3.4,0.1,0,0.4,Foulquier(96767),57,0,,18,0,Watford,0,0,0,WAT,2,,FALSE,0,1060,1080,1070,1080,1060,1080,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,40669,0,0,0,0,0,2,3.2,3.2,1,Angelo,3.2,377,FALSE,,,45,40669.jpg,3.1,Ogbonna,0.5,FALSE,,a,19,21,22,19089,584,12421,874,0.7,4.9,Ogbonna,630,0,0,3,6,0,0,0,2,0,0,0,120,140.8,3.7,27,17.1,Ogbonna(40669),21,0,,19,0,West Ham,0,0,0,WHU,3,,FALSE,0,1110,1140,1080,1100,1110,1200,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,20658,0,0,-1,1,0,2,0.8,0.8,1,Pablo,0.8,379,FALSE,,,44,20658.jpg,1,Zabaleta,0.6,FALSE,,a,19,21,3,7869,229,26765,734,0.2,0.7,Zabaleta,37,0,0,0,1,0,0,0,0,0,0,0,11,7.2,1,0,0.9,Zabaleta(20658),21,0,,19,0,West Ham,0,0,0,WHU,3,,FALSE,0,1110,1140,1080,1100,1110,1200,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,166640,0,0,-2,2,0,2,0.2,0.2,0,Fabián,0.2,382,FALSE,,,43,166640.jpg,0,Balbuena,0.3,FALSE,,a,19,21,0,3983,156,17372,444,0,0,Balbuena,91,0,0,0,5,0,0,0,1,0,0,0,9,5.6,0.4,0,0.6,Balbuena(166640),21,0,,19,0,West Ham,0,0,0,WHU,3,,FALSE,0,1110,1140,1080,1100,1110,1200,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,222018,0,0,0,0,0,2,0,0,0,Ben,0,384,FALSE,,,40,222018.jpg,0,Johnson,1.5,FALSE,,a,19,21,0,46862,1481,44687,2390,0,0,Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Johnson(222018),21,0,,19,0,West Ham,0,0,0,WHU,3,,FALSE,0,1110,1140,1080,1100,1110,1200,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
100,100,101537,0,0,-1,1,0,3,4,4,2,Felipe Anderson,4,390,FALSE,,2019-08-10T16:30:08.726727Z,69,101537.jpg,3.6,Pereira Gomes,4.6,FALSE,,a,19,21,25,114820,5109,360991,8624,0.6,3.6,Felipe Anderson,546,0,3,3,7,0,0,0,1,0,0,0,126,168.8,184.3,221,57.5,Felipe Anderson(101537),21,0,,19,0,West Ham,0,0,0,WHU,3,,FALSE,0,1110,1140,1080,1100,1110,1200,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,18987,0,0,-2,2,0,3,0.2,0.2,0,Robert,0.2,393,FALSE,,,53,18987.jpg,1,Snodgrass,0.2,FALSE,,a,19,21,4,2495,31,11485,280,0,0.8,Snodgrass,144,0,0,0,4,0,0,0,1,0,0,0,16,20.4,37.5,42,10,Snodgrass(18987),21,0,,19,0,West Ham,0,0,0,WHU,3,,FALSE,0,1110,1140,1080,1100,1110,1200,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
100,100,54102,0,0,-2,2,0,3,0.8,0.8,1,Jack,0.8,394,FALSE,,2019-08-12T16:00:23.953571Z,48,54102.jpg,1,Wilshere,0.3,FALSE,,a,19,21,5,7696,156,25484,612,0.2,1,Wilshere,147,0,0,0,3,0,0,0,0,0,0,0,12,4.8,5.6,2,1.1,Wilshere(54102),21,0,,19,0,West Ham,0,0,0,WHU,3,,FALSE,0,1110,1140,1080,1100,1110,1200,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,204480,0,0,-1,1,0,3,2.5,2.5,2,Declan,2.5,395,FALSE,,,49,204480.jpg,2.2,Rice,1.8,FALSE,,a,19,21,18,34906,1239,92238,3217,0.5,3.7,Rice,720,0,0,3,11,0,0,0,1,0,0,0,111,127.6,40.1,27,19.4,Rice(204480),21,0,,19,0,West Ham,0,0,0,WHU,3,,FALSE,0,1110,1140,1080,1100,1110,1200,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,42824,-1,1,-1,1,0,3,0,0,0,Carlos,0,397,FALSE,,,44,42824.jpg,1,Sánchez,0.3,FALSE,,a,19,21,3,12039,649,17651,734,0,0.7,Carlos Sánchez,14,0,0,0,0,0,0,0,0,0,0,0,9,1.2,1.4,0,0.2,Carlos Sánchez(42824),21,0,,19,0,West Ham,0,0,0,WHU,3,,FALSE,0,1110,1140,1080,1100,1110,1200,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,217593,0,0,-4,4,0,3,1.8,1.8,1,Pablo,1.8,399,FALSE,,,61,217593.jpg,1.5,Fornals,0.3,FALSE,,a,19,21,12,4440,106,43748,646,0.3,2,Fornals,341,0,0,1,8,0,0,0,0,0,0,0,50,41.2,74.9,88,20.4,Fornals(217593),21,0,,19,0,West Ham,0,0,0,WHU,3,,FALSE,0,1110,1140,1080,1100,1110,1200,3,Midfielders,MID,Midfielder,MID,5,2,5,FALSE,[List]
,,114128,0,0,-1,1,0,2,2.2,1.2,1,Jonathan,2.2,402,FALSE,,,54,114128.jpg,2.6,Castro Otto,0.9,FALSE,,a,20,39,18,16688,1186,40631,1137,0.4,3.3,Jonny,556,0,0,2,8,0,0,0,1,0,0,0,89,101,44.7,58,20.3,Jonny(114128),39,0,,20,0,Wolves,0,0,0,WOL,3,,FALSE,0,1100,1150,1090,1130,1080,1150,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,41727,0,0,-1,1,0,2,1.5,0.5,6,Ryan,1.5,404,FALSE,,,49,41727.jpg,3,Bennett,0.5,FALSE,,a,20,39,15,12349,506,25875,571,0.3,3.1,Bennett,437,0,0,2,5,0,0,0,2,0,0,0,81,93.4,32.2,14,14,Bennett(41727),39,0,,20,0,Wolves,0,0,0,WOL,3,,FALSE,0,1100,1150,1090,1130,1080,1150,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,216054,-1,1,-2,2,0,2,1.5,0.5,6,Rúben Gonçalo,1.5,406,FALSE,,,43,216054.jpg,3,Silva Nascimento Vinagre,0.2,FALSE,,a,20,39,6,3869,843,10547,258,0.3,1.4,Vinagre,163,0,0,1,3,0,0,0,1,0,0,0,25,24.4,1.2,10,3.5,Vinagre(216054),39,0,,20,0,Wolves,0,0,0,WOL,3,,FALSE,0,1100,1150,1090,1130,1080,1150,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
,,214048,0,0,0,0,0,2,0,-1,0,Max,0,408,FALSE,,,40,214048.jpg,0,Kilman,2.4,FALSE,,a,20,39,0,82017,2926,64372,3685,0,0,Kilman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kilman(214048),39,0,,20,0,Wolves,0,0,0,WOL,3,,FALSE,0,1100,1150,1090,1130,1080,1150,2,Defenders,DEF,Defender,DEF,5,3,5,FALSE,[List]
